Bangla,Chakma
ধারালো করা,ধারানা
ধিক্কার,চিচিঘিঘি
ধিক্কার দেওয়া,চিচিঘিঘি গরানা
ধীর,ম়
ধীর,লেধা
ধীর,আলেয়ে
ধীরে,জুচ্ গরি
ধীরে,জুচ্
ধীরে,ধিমে ধিমে
ধীরে,লারেঃ
ধীরে ধীরে,জুচ্ জুচ্ গরি
ধীরে সুসে',ম় ম় গরি
ধীরে সুসে',লারেঃ গরি
ধুঁকা,ধগানাঃ
ধুকপুক করা,দুঘুত্ দুঘুত্ গরানা
ধুকপুক করা,দুনুম্ দুনুম্ গরানা
ধুকপুক করা,দুম্দুমানা
ধুতি,ধুদি
ধুত্তোর,থুত্তুরি
ধুত্তোর,থুত্
ধুনা,ধুনানা
ধুনন করা,ধুনানা
ধুমকেতু,ধুমোতারা 
ধুম্র,ধুমো
ধুর,থুর্
ধুর্ত,জার্গো
ধুর্ত,ধুত্তো
ধুর্ত,সিয়ান্
ধুর্ত,লংকা পোরা
ধুলা,ধুল্
ধুলাবালি,ধুল্ 
ধুলি,ধুল্
ধুলিময়,ধুল়্যা
ধুলো,ধুল্
ধূ ধূ,ধুও
ধৃষ্ট,ধুত্
ধৃষ্টতা,ঘিলে জবর্
ধৃষ্টতা,থেদেলাং থেদেলাং
ধৃষ্টতার সাথে,ভাক্ভাগে
ধৈর্যশীল,নীতিধো𑄡𑄳𑄠𑄧
ধোঁয়া ওঠা,ধুমানা
ধোঁয়া ওঠা,ধুমো উধানা
ধোঁয়াচ্ছন্ন করা,ধুমানা
ধোঁয়াচ্ছন্ন হওয়া,ধুমানা
ধোয়া,ধনা
ধোয়া,ধুয়ে
ধোয়ামোছা,ধুওপাল়া
ধৌত করা,ধনা
ধ্বংস,সাড়া
ধ্বংসাবশেষ,চাংচাড়া
ধ্বজা,তাঙোন্
ধ্যাৎ,থুত্
ধ্যাৎ,থুত্তুরি
নকল,নকল্
নকল করা,ভেঙানা
নকল করা,আহ্দানা
নকশা,চাবুঘি
নকশা,যু
নকশা,আলাম্
নখ,আঙুরো
নখ,নখ্
নখর,আঙুরো
নখর,নখ্
নগণ্য,ফেলাচেলা
নগ্ন,এরেয়ে
নগ্ন,কচদর
নগ্ন,লাংধা
নগ্ন,চদর
নগ্ন,উত্যাভুত্যা
নগ্ন,এরেয়ে ভেরেয়ে
নগ্ন,লাংধাবাংধা
নজর,চোখ্
নজর,চানাঃ
নজর রাখা,চোখ্ দেনা
নজর রাখা,চানাঃ
নজরে পড়া,চোঘোত্ পরানা
নজরে পড়া,চোঘোত্ উধানা
নটী,নদি
নটে গাছ,মারেঃচ্ সাক্
নড়বড়ে,লদক্ ধদক্
নড়বড়ে,লক্ধক্যা
নড়া,লরানা
নড়া,চাত্তানা
নড়াচড়া করা,লরাচরা গরানাঃ
নড়াচড়া করা,চাত্তানা
নড়ানো,লারানা
নড়ানো,সরানা
নত করা,নিঘুরানা
নত হওয়া,নিঘুরানা
নতুন,নো
নথ,নচ্
নদনদী,ছরাছরি
নদী,ছরা
নদী,গাং
নদীর দেবী,গঙা
নদীর দেবী,গঙা মা
ননদ,ননন্
নপুংসক,নমন্সুক্
নব,নো
নববর্ষ উৎসব,বিঝু
নবীন,কজমা
নবীন,কঝি
নমনীয়,কাঝি পাদল্
নমনীয়,কঝি
নমনীয়,ছরান্যা
নমনীয় হওয়া,লঙানা
নমস্কার,সালাম্
নমস্কার,নমচ্কার্
নমস্কার,ঝুঃ
নমস্কার,ঝু-ঝুঃ
নমস্কার,নমনম
নমিত হওয়া,ইহ্লানা
নমিত হওয়া,লঙানা
নম্র,সিধে
নরক,নরক্
নরম,পুর্পুচ্যা
নরম,ভেক্ভেক্যা
নরম,ফচ্ফচ্যা
নরম,ভিভিক্যা
নরম,মেঃদেরা
নরম,মচ্তবা
নরম,মচ্করা
নরম,অদা
নর্তক,নাচ্তোআলি
নর্তক,নদি
নর্তকী,নাচ্তোআলি
নর্তকী,নদি
নর্দমা,চেক্চেগি
নর্দমা,দেল্দেলি
নর্দমা,চেগলক্
নর্দমা,দের্
নর্দমা,নাঝি
নল,চুমো
নল,নল্
নলখাগড়া,নল্
নলখাগড়া,হাগারা
নলকুপ,ফায়েপ্
নলা,নলা
নষ্ট,ভুগুলি
নষ্ট,সুং যিয়ে
নষ্ট,বর্বাদ্
নষ্ট,সেচ্
নষ্ট করা,সুম্ মারানা
নষ্ট হওয়া,সুম্ যানা
নষ্ট হওয়া,সুন্ যানা
নষ্ট হওয়া,বাল়া উধানা
নষ্ট হওয়া,ব যানা
নষ্ট হওয়া,সুং যানা
নস্যি নেওয়া,নচ্ গরানা
নয়,ন
নয়,নঃয়্
নয়ন,চোখ্
না,না
না,নাধেই
না,নঃয়্
না,ইঁইহ্ক্
নাও,ইঁহ্
নাও,ইঁহ্য়ো
নাঁকি,নাগারা
নাঁকি,নাগচ্যা
নাঁকি কান্না,নাগে কানানা
নাঁকি সুর,নাগা
নাঁকি সুর,নাগা নাগা
নাক,নাক্
নাক উঁচু ভাব,চেদানা
নাক উঁচু ভাব,চেদেয়ে
নাক গলানো,হজক্
নাক ডাকা,নাক্ ডগরানা
নাক ডাকা,ঘুর্ কারানাঃ
নাকি,নেঃ
নাকি,ভিলি
নাকি,ভিলে
নাকি,ভিলিনেই
নাকি,ভেলে
নাগরদোলা,চর্ঘাকল্
নাগাড়,লাগার্
নাগাদ,তাবত্
নাগাদ,সং
নাগাদ,লাগত্তি
নাগাল,উদোদা
নাগাল পাওয়া,ধুজানা
নাগাল পাওয়া,লাঘত্ পানা
নাগাল পাওয়া,লাক্ পানাঃ
নাগেশ্বর ফুল,নাক্সা ফুল্
নাচ,নাচ্
নাচা,নাজানা
নাচানো,নাজানা
নাচানো,বিজানা
নাছোড়বান্দা,বিনি আধা
নাছোড়বান্দা,ওহ্জোদি গরানা
নাছোড়বান্দা,কপ্কপ্যা
নাটক,নাটক্
নাটাই,নাদেয়্
নাটাই,লাঙাঃ
নাড়াচাড়া,হদহদ
নাড়াচাড়া,লারানা
নাড়ি,নারি
নাড়িভুড়ি,পেদা
নাড়িভুড়ি,পেদআদুরি
নাড়িভুড়ি,আদুরি
নাড়িভুড়ি,চিত্ ক𑄣𑄴𑄎𑄬
নাতনি,নাদিন্
নাতি,নাদিন্
নানি,বরঙা
নানি,নানু
নানি,বে
নাপিত,নাপিত্
নাবালক,লেঞ্জর্
নাবালক,লেবা
নাভি,ন্যাঃই
নাম,নাং
নামকাওয়াস্তে,নাঙেনাঙে
নামকাওয়াস্তে,নাংনাং
নাম যশ,নাংসাদাং
নাম যশ,নাংযচ্
নামা,লামানা
নামা,লামেই দেনা
নামানো,পারানা
নামানো,লামানা
নামানো,লামেই দেনা
নামে মাত্র,নাঙেনাঙে
নামে মাত্র,নাংনাং
নারী,মিলে
নালা,জুড়ি
নালা,নাঝি
নালা,নালা
নালিশ,দেম্
নিংড়ানো,নিগিরানা
নিঃশব্দ,জুরো
নিঃশব্দ,অলর্
নিঃশব্দে,জুচ্ গরি
নিঃশব্দে,জুরো গরি
নিঃশেষ,পিয়োক্
নিঃশেষ,আঝিপুঝি
নিঃশেষ,ঝারা
নিঃশেষ,উরোঝারা
নিঃশেষ,উভোত্
নিঃশ্বাস,নিঝেচ্
নিঃশ্বাস,ধেক্
নিঃসংকোচে,ভাক্ভাগে
নিঃসংশয়তা,পাত্যায়্
নিঃসংশয়তা,পোত্য
নিঃসঙ্গ,গাই
নিঃসঙ্গ,গাইগাই
নিঃসঙ্গ,সারাল্যা
